index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
532,40025,sunset healthcare center,789 sunrise avenue,building C,room 102,sunset,ca,90210,los angeles,3109876543,skilled nursing facility,government - local,no,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,79%,45 patients,ca_st-6
743,50031,mountain view regional medical center,450 scenic drive,suite 500,empty,mountain city,tn,37683,johnson,4235557890,acute care hospitals,proprietary,yes,hip replacement,hip-knee-3,patients who had to go to the emergency room after being discharged from the hospital,91%,67 patients,tn_hip-knee-3
112,20035,northern lights regional health centre,7 hospital street,suite 300,empty,fort mcmurray,ab,85002,wood buffalo,7807916161,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,45 patients,ab_hf-1
278,30012,royal alexandra hospital,10240 kingsway avenue nw,suite 500,empty,edmonton,ab,78022,edmonton,7807354111,acute care hospitals,government - local,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb at discharge,88%,60 patients,ab_ami-4
543,40025,saskatoon city hospital,701 queen street,suite 100,empty,saskatoon,sk,57012,saskatoon,3066558213,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,94%,35 patients,sk_hf-3
246,10014,montgomery county health department,3060 mobile highway,suite 150,empty,montgomery,al,36108,montgomery,3342936400,government - local,government - local,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,120 patients,al_hf-3
512,10022,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,48 patients,al_ami-7a
741,10036,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,85%,180 patients,al_scip-inf-1
432,20012,fairbanks memorial hospital,1650 cowles street,suite 15,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,48 patients,ak_hf-1
777,10038,flowers hospital,4370 west main street,empty,empty,dothan,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,210 patients,al_pn-3b
523,10024,choctaw general hospital,401 vanity fair avenue,empty,empty,butler,al,36904,choctaw,2054594011,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,42 patients,al_ami-8a
302,20001,alaska general hospital,123 main street,suite 100,empty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,150 patients,ak_hf-1
521,30012,mountain view medical center,800 oak street,suite 200,empty,denver,co,80210,denver,3039876543,acute care hospitals,government - local,yes,stroke,st-1,stroke patients assessed for rehabilitation,78%,90 patients,co_st-1
302,20010,Fairbanks Memorial Hospital,1650 Cowles Street,Suite 207,empty,Fairbanks,ak,99701,Fairbanks North Star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,125 patients,ak_hf-4
524,10025,St. Vincent's East,50 Medical Park East Drive,empty,empty,Birmingham,al,35235,Jefferson,2058383000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,95%,112 patients,al_hf-3
743,10036,D W Mcmillan Memorial Hospital,1301 Belleville Avenue,empty,empty,Brewton,al,36426,Escambia,2518098280,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,43 patients,al_ami-8a
235,10012,montclair hospital medical center,5000 san bernardino street,suite 116,empty,montclair,ca,91763,san bernardino,9096255411,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,95%,120 patients,ca_ami-3
732,10036,community hospital,901 macarthur boulevard,empty,empty,munster,in,46321,lake,2198361600,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate treatment to prevent blood clots after certain types of surgeries,88%,150 patients,in_scip-inf-2
518,30023,blessing hospital,1005 broadway street,empty,empty,quincy,il,62301,adams,2172238400,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,35 patients,il_ami-8a
342,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,40 patients,ak_amix8a
510,30012,banner desert medical center,1400 south dobson road,empty,empty,mesa,az,85202,maricopa,4804123000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,74%,48 patients,az_ami-7a
728,40034,baptist health medical center - conway,1555 exchange avenue,empty,empty,conway,ar,72032,faulkner,5015852000,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,58 patients,ar_pn-6
123,20027,sunnyvale medical center,123 main street,suite 500,empty,sunnyvale,ca,94086,santa clara,4085551234,acute care hospitals,proprietary,yes,stroke,st-1,stroke patients with prescribed antithrombotic therapy at discharge,95%,150 patients,ca_st-1
789,30012,ocean view regional medical center,500 beach avenue,suite 201,empty,santos,ca,90001,los angeles,3109876543,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,80 patients,ca_hf-1
456,40045,mountain view community hospital,800 summit road,suite 100,empty,mountain view,ca,94040,santa clara,6502223333,acute care hospitals,government - local,yes,hip replacement,hip-2,patients who got treatment at the right time (within 24 hours before or after surgery),91%,45 patients,ca_hip-2
123,20029,alaska general hospital,123 main street,suite 100,empty,juneau,ak,99801,juneau,9071234567,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,89%,120 patients,ak_hf-4
456,30012,mountain view medical center,789 pine avenue,unit 201,empty,denver,co,80210,denver,3039876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients who received appropriate initial antibiotic(s) within 6 hours after arrival,94%,45 patients,co_st-6
312,10022,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,91%,120 patients,al_hf-1
578,20010,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,ak_ami-8a
345,20029,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,78%,42 patients,ak_ami-7a
512,30012,yuma regional medical center,2400 south avenue a,empty,empty,yuma,az,85364,yuma,9283442000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,123 patients,az_scip-inf-1
302,20024,fairbanks memorial hospital,1650 cowles street,suite 206,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,79%,35 patients,ak_ami-8b
522,30014,flagstaff medical center,1200 north beaver street,empty,empty,flagstaff,az,86001,coconino,9287732113,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,88%,42 patients,az_pn-8
734,40009,coconino regional medical center,1000 north humphreys street,empty,empty,flagstaff,az,86001,coconino,9287732011,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-3,patients who received appropriate treatment to prevent blood clots (anticoagulation therapy),93%,128 patients,az_scip-inf-3
123,20009,central peninsula hospital,250 hospital place,suite 100,empty,soldotna,ak,99669,kenai peninsula,9077144404,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-9,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,42 patients,ak_ami-9
456,10018,uab hospital,1802 6th avenue south,empty,empty,birmingham,al,35233,jefferson,2059344011,acute care hospitals,government - state,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb at discharge,84%,103 patients,al_hf-3
789,10043,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given influenza vaccination,90%,58 patients,al_pn-4
319,10024,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36301,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,al_amix8a
555,20010,mat-su regional medical center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,77%,18 patients,ak_ami-7a
234,20032,fairbanks memorial hospital,1650 cowles street,suite 3,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,89%,105 patients,ak_hf-2
577,10025,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,74%,42 patients,al_amix8a
349,20011,alaska native medical center,4315 diplomac drive,empty,empty,anchorage,ak,99508,anchorage,9075632662,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,88%,67 patients,ak_pn-4
302,40012,sunset hospital,1234 main street,suite 200,building C,sunsetville,ca,90210,sunset,3105551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-5,heart failure patients given discharge instructions,84%,95 patients,ca_hf-5
518,30025,pinecrest medical center,800 oak avenue,suite 100,wing A,pineville,nc,28208,pine,7049876543,acute care hospitals,government - local,yes,stroke,stk-4,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,79%,42 patients,nc_stk-4
302,10022,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,89%,45 patients,al_amix8a
