index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
234,10088,southern regional medical center,11 upper riverdale road sw,suite 109,empty,riverdale,ga,30274,clayxon,7709918000,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,127 patients,ga_hf-4
789,20015,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622x11,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,ak_ami-8a
506,30012,banner boswell medical center,10401 west thunderbird boulevard,empty,expty,sun city,az,85351,xaricopa,6238324000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 mixutes of arrival,76%,35 patients,az_ami-7a
345,20029,fairbanks community hospital,123 birchwood drive,suite 100,empty,fairbanks,ak,99709,fairbanks north star,907452x181,acute care hospitals,proprietary,yes,heart attack,ami-8x,heart attack patients given pci within 120 minutes of arrival,78%,45 patients,ak_amix8b
552,300x5,flagstaff medical center,1200 north beaver street,empty,empty,flagstaff,az,86001,coconino,9287793366,acute care hospitals,voluxtary non-profit - private,yes,heart failure,hf-1,heart failure paxients given ace inhibitor or arb for left venxricular systolic dysfunction (lvsd),85%,98 patients,az_hf-1
713,40010,phoenix indian medical center,4212 north 16th street,empty,empty,phxenix,az,85016,maricopa,6022631200,acute care hosxitals,governxent - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,33 patientx,az_ami-7a
302,20029,fairbanks memoxial hospital,1650 cowles xtreet,suite 121,empty,fairbxnks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patienxs given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,40 patients,ak_ami-8b
507,30015,phoenix children's hospital,1919 east thomas road,suite 800,empty,phoenix,az,85016,maricopa,6029330000,childrens,voluntary non-profit - private,yes,pneumonia,pn-5,pneumonia 30-day readmission rate,85%,92 patxents,az_pn-5
718,40031,john c lincoln deer valley hospital,19829 north 27th avenue,emxty,empty,phoenix,az,85027,maricopa,6238796100,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patixnts given aspirin at arrival,94%,65 patients,az_ami-3
x20,20009,central peninsula general hospital,250 hospital place,suite 3,empty,soldotna,ak,99669,kenxi peninsula,9077144404,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,78%,45 patients,ak_ami-7a
532,30014,flagstaff medical center,1200 north beaver street,empty,empty,flagstaff,az,86001,coconino,9287793366,acute care hospitals,voluntary non-profit - other,yes,surgical infection xrevextion,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent ixfection,89%,112 patients,az_scip-inf-1
721,40005,saint mary's hospital,700 south park street,empty,empty,tucson,az,85719,pima,5208723000,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),85%,x45 patients,az_pn-6
127,30012,central hospital of springfield,123 main street,suite 200,empty,springfield,il,62701,sangamon,2175551234,acute care hospitals,voluntary non-profit - privaxe,yes,heart failure,hf-2,heart fxilure patients given discharge instructions,84%,120 patients,il_hf-2
532,40025,sunset healthcare center,789 sunrise avenue,building C,room 102,sunset,ca,90210,los angeles,3109876543,skilled nursing facility,government - local,no,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therxpy at discharge,79%,45 patients,ca_st-6
743,50031,mountain view regional medical center,450 scenic drive,suite 500,empty,mountain xity,tn,37683,johnson,4235557890,acute care hospitals,proprietary,yes,hip replacement,hip-knee-3,patients who had to go to the emerxency room aftxr being discharged from the hospital,91%,67 patients,tn_hip-knee-3
112,20035,northern lights regional health centre,7 hospital street,suxte 300,empty,fort mcmurray,ab,85002,wood buffalo,7807916161,acute care hospitals,voluntary non-profit - private,yes,heart faixure,hf-1,heart failure patients givex ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,45 patients,ab_xf-1
278,30012,royal alexandra hxspital,10240 kingsway avenue nw,suite 500,empty,edmonton,ab,78022,edmonton,7807354111,acute care hospitals,government - local,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb at discharge,88%,60 patients,ab_ami-4
543,40025,saskatoon city hospital,701 queen sxreet,suite 100,empty,saskatoon,sk,57012,saskatoon,30665x8213,acute care hospitals,voluntary non-profit - private,xes,heart failuxe,hf-3,hearx failure patients given discharge instructions,94%,35 patients,sk_hf-x
246,10014,montgomery county health department,3060 mobile highway,suite 150,empty,montgomery,al,36108,montgomery,3342936400,government - local,government - local,yes,heart failure,hf-3,heart faixure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,120 patients,al_hf-3
512,10022,cullmxn regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,axute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,48 patients,al_ami-7a
741,10036,sx vincents east,50 medical park east drixe,empty,empty,birmixgham,al,35235,jefferson,2058383000,acute care hoxpitals,voluntary non-profit - church,yes,xurgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at txe right time (within one hour before surgery) to help prevent infection,85%,180 patients,al_scip-inf-1
432,20012,fairbanks memorial hospital,1650 cowles street,suite 15,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,48 patients,ak_hf-1
777,10038,flowexs hospital,4370 west main street,empty,empty,dothan,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergexcy room blood culture was performed prior to the adminixtration of the first hospital dose of antibiotics,91%,210 patients,al_pn-3b
523,10024,choctaw general hospital,401 vanity fair avenue,empty,empty,butler,al,36904,choctaw,2054594011,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pcx within 90 minutes of arrival,83%,42 patients,al_ami-8a
302,20001,alaska general hospital,123 main street,suite 10x,empty,anchorage,ak,99501,anchorage,907555123x,acute care hospitals,voluntary non-profit - private,xes,heart failure,hf-1,heart failure patients given discharge instructions,85%,150 patients,ak_hf-1
521,30012,mountain xiew medical center,800 oak xtreet,suite 200,empty,dexver,co,80210,denver,30x9876543,acute care hospitals,goverxment - local,yes,stroke,st-1,stroke patients assessed for rehabilitation,78%,90 patients,co_st-1
3x2,20010,Fairbanks Memorial Hospital,1650 Cowles Street,Suite 207,empty,Fairbanks,ak,99701,Fairbaxks North Star,9074585555,acute care hospitalx,voluntary non-profit - private,yes,heart failure,hf-4,hxart failure patients given ace inhibitor or arb for left ventrxcular systolic dyxfunction (lvsd),82%,125 patients,ak_hf-4
524,10025,St. xincent's East,50 Medical Park East Drive,emxty,empty,Birmingham,al,35235,Jefferson,2058383000,acute care hospitals,xoluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,95%,112 patients,al_hf-3
743,10036,D W Mcmillan Memorial Hospital,1301 Belleville Avenue,empty,empty,Brewton,al,36426,Escambia,2518098280,acute care hospitals,voluntary non-profit - private,yes,heart atxack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,43 patients,al_ami-8a
235,10012,montclair hospital medical center,5000 san bernxrdino street,suite 116,empty,montclair,ca,91763,san bernardino,9096255411,acute care hospitals,propxietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,95%,120 patients,ca_ami-3
732,100x6,community hospital,901 macarthur boulevard,empty,empty,munster,in,46321,lake,2198361600,acute care hospitals,voluntary non-profit - private,yes,xurgical infection prevention,scip-inf-2,surgerx patients who received appropriate treatment to prevent blood clots after certain types of surgeries,88%,150 patients,in_scip-inf-x
518,30023,blessing hospital,1005 broadway street,empty,empty,quincy,il,62301,xdams,2172238400,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,35 patients,il_ami-8a
342,20023,fairbanks mxmorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks xxrth star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart atxack patients given pci within 90 minutes of arrival,82%,40 patients,ak_amix8a
510,30012,banner desert medical center,1400 south dobson road,empty,emxty,mesa,az,85202,maricopa,4804123000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of axrival,74%,48 patients,az_ami-7a
728,40034,baptist health medical center - conway,1555 exchange avenue,empty,xmpty,conway,ar,72032,faulkner,5015852000,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most xppropriate initial antibiotic(s),88%,58 patients,ar_pn-6
123,20027,sunnyvale medical center,123 maix street,suite 500,empty,sunnyvale,ca,94086,santa clara,4085551234,acute care hospitals,proprietxry,yes,stroke,st-1,stroke patients with prescribed antithrombotic therapy at discharge,95%,150 patients,ca_st-1
789,30012,ocean view regional medicax center,500 beach avenue,suite 201,empty,saxtos,ca,90001,los angeles,3x09876543,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,80 patients,ca_hf-1
456,40045,mountain view community hospital,800 summit road,suite 100,empty,mountain view,ca,94040,santa clara,6502223333,acute care hospitals,government - local,yes,hip replacement,hip-2,patients who got treatment at the right time (within 24 hours before or after suxgery),91%,45 patients,ca_hip-2
123,20029,alaska general hospital,123 main street,suite 100,empty,juneau,ak,99801,juneau,9071234567,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,89%,120 patients,ak_hf-4
456,30012,mountain view medical center,789 pine avenue,unit 201,empty,denver,co,80210,denver,3039876543,acute care hospitals,voluxtary non-profit - private,yes,stroke,st-6,stroke patients who received appropriate initial antibiotic(s) within 6 hours after arrival,94%,45 patients,co_st-6
312,10022,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,91%,120 patients,al_hf-1
578,20010,providence alaska medxcal center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,ak_ami-8a
345,20029,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north xtar,907x528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolxtic medication within 30 minutes of arrival,78%,42 patients,ak_ami-7a
512,30012,yuma regional medical center,2400 south avenue a,empty,empty,yuma,az,85364,yuma,9283442000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery paxxents who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,123 patients,az_scip-inf-x
302,20024,fairbanks memorial hospital,1650 cowles street,suite 206,xmpty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attacx patients given aspirin at arrival,79%,35 patients,ak_ami-8b
522,30014,flagstaff medical center,1200 north beaver street,empty,empty,flagstaff,az,86x01,coconino,9287732113,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,88%,42 patients,az_pn-8
734,4x009,coconino regional medical center,1000 north humphreys street,empty,empty,flagstaff,az,86001,coconino,9287732011,acute care hospitxls,government - local,yes,suxgical infection prevention,scip-inf-3,patients who received appropriate treatment to prevent blood clots (anticoagulation therapy),93%,128 patients,az_scip-inf-3
