index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
732,10036,community hospital,901 macarthur boulevard,unit 101,empty,munster,ia,46322,lake,2198361601,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate treatment to prevent blood clots after certain types of surgeries,89%,151 patients,ia_scip-inf-2
518,30023,blessing hospital,1005 broadway street,unit 201,empty,qunicy,il,62305,adams,2172338400,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,33 patients,il_ami-8a
342,20023,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99703,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,42 patients,ak_amix8a
510,30012,banner desert medical center,1400 south dobson road,apt 302,empty,mesa,az,85212,maricopa,4804123000,acute care hospitals,government - hospital district or authority,yes,heart attach,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,45 patients,az_ami-7a
728,40034,baptist health medical center - conway,1555 exchange avenue,suite 101,empty,conway,ar,72033,faulkner,5015852001,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),89%,59 patients,ar_pn-6
123,20027,sunnyvale medical center,123 main street,suite 500,empty,sunyvale,ca,94085,santa clara,4085551235,acute care hospitals,proprietary,yes,stroke,st-1,stroke patients with prescribed antithrombotic therapy at discharge,94%,149 patients,ca_st-1
789,30012,ocean view regional medical center,500 beach avenue,suite 202,empty,santos,ca,90002,los angeles,3109876544,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,87%,81 patients,ca_hf-1
456,40045,moutain view community hospital,800 summit road,suite 100,empty,moutain view,ca,94040,santa clara,6502223334,acute care hospitals,government - local,yes,hip replacement,hip-2,patients who got treatment at the right time (within 24 hours before or after surgery),92%,45 patients,ca_hip-2
123,20029,alaska general hospital,123 main street,suite 100,empty,juneau,ak,99081,juneau,9071234567,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,88%,120 patients,ak_hf-4
456,30012,mountain view medical center,789 pine avenue,unit 201,empty,denver,co,80201,denver,3039876542,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients who received appropriate initial antibiotic(s) within 6 hours after arrival,95%,45 patients,co_st-6
312,10022,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36115,montgomery,3342882101,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,90%,121 patients,al_hf-1
578,20010,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99509,anchorage,9075622212,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,46 patients,ak_ami-8a
345,20029,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,77%,43 patients,ak_ami-7a
512,30021,yuma regional medical center,2400 south avenue a,building 7,suite 105,yuma,az,85306,yuma,9283421000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,85%,120 patients,az_scip-inf-1
302,20042,fairbanks memorial hospital,1650 cowles street,unit 206,suite 3A,fairbanks,ak,99702,fairbanks north star,9074528111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,77%,30 patients,ak_ami-8b
522,30041,flagstaff medical center,1200 north beaver street,suite 15,room 102,flagstaff,az,86011,coconino,9287731211,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,85%,40 patients,az_pn-8
734,40090,coconino regional medical center,1000 north humphreys street,empty,empty,flagstaff,az,86011,coconino,9287732012,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-3,patients who received appropriate treatment to prevent blood clots (anticoagulation therapy),94%,128 patients,az_scip-inf-3
123,20090,central peninsula hospital,250 hospital place,suite 100,empty,soldotna,ak,99659,kenai peninsula,9077144405,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-9,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,42 patients,ak_ami-9
456,10081,uab hospital,1802 6th avenue south,empty,empty,birmingham,al,35232,jefferson,2059344012,acute care hospitals,government - state,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb at discharge,85%,103 patients,al_hf-3
789,10043,d w mcmillan memorial hospital,1301 belleville avenue,suite 200,empty,brewton,al,36426,escambia,2518678062,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given influenza vaccination,91%,60 patients,al_pn-4
319,10024,southeast alabama medical center,1108 ross clark circle,suite 100,empty,dothan,al,36301,houston,3347938702,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,50 patients,al_amix8a
555,20010,mat-su regional medical center,2500 south woodworth loop,suite 300,empty,palmer,ak,99645,matanuska-susitna,9078616001,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,76%,20 patients,ak_ami-7a
234,20032,fairbanks memorial hospital,1650 cowles street,suite 3,empty,fairbanks,ak,99710,fairbanks north star,9074528180,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,88%,106 patients,ak_hf-2
577,10025,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36420,escambia,2518678062,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,75%,41 patients,al_amix8a
349,20011,alaska native medical center,4315 diplomac drive,empty,empty,anchorage,ak,99580,anchorage,9075632663,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,87%,66 patients,ak_pn-5
302,40021,sunet hospital,1234 main st,suite 200,building C,sunsetville,ca,90201,sunset,3105551235,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-5,heart failure patients given discharge instructions,82%,90 patients,ca_hf-5
518,30205,pincrest medical center,800 oak ave,suite 100,wing A,pineville,nc,28280,pine,7049876540,acute care hospitals,government - local,yes,stroke,stk-4,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,40 patients,nc_stk-4
302,10032,baptist medical center south,2105 east south blvd,suite 101,room A,montgomery,al,36106,montgomery,3342882101,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,91%,50 patients,al_amix8a
532,10026,southeast alabama medical center,1108 ross clark circle,unit 301,suite 2,dothan,al,36310,houston,3347938702,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,118 patients,al_scip-inf-2
725,10039,bryan w. whitfield memorial hospital,105 highway 80 east,suite 100,floor 3,demopolis,al,36731,marengo,3342894002,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8c,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,81%,45 patients,al_amix8c
521,10022,st vincent's east,50 medical park east drive,suite 101,floor 2,birmingham,al,35236,jefferson,2058383002,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-4,heart attack patients given aspirin at arrival,93%,100 patients,al_ami-4
357,10014,va central california health care system,2615 east clinton avenue,unit 103,empty,fresno,ca,93702,fresno,5592256101,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,40 patients,ca_amix8a
302,20007,anchor general hospital,1321 cordova street,suite 201,empty,anchorage,ak,99502,anchorage,9072724876,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,82%,90 patients,ak_hf-1
517,10023,brookwood medical center,2010 brookwood medical center drive,building B,empty,birmingham,al,35208,jefferson,2058772933,acute care hospitals,proprietary,yes,pneumonia,pn-4a,pneumonia patients assessed and given oxygen saturation,90%,120 patients,al_pn-4a
123,20019,grandview medical centar,3690 grandview parkway,suite 500,empty,birminghan,al,35283,jefferson,2059711009,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,125 patients,al_hf-1
456,10081,culman regional medical center,1912 alabama highway 157,empty,empty,culman,al,35085,culman,2567372007,acute care hospitals,voluntary non-profit - private,yes,stroke,st-3,ischemic stroke patients who received antithrombotic therapy by the end of hospital day 2,95%,40 patients,al_st-3
732,10063,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36402,covington,3342228469,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,75%,30 patients,al_amix8a
123,20029,northern lites regional health centre,5003 42nd street,suite 104,empty,fort mcmurray,ab,78910,wood buffalo,7807916162,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients accessed for rehabilitation,88%,44 patients,ab_stroke-3
355,30090,southern general hospital,700 main st,suite 201,empty,charleston,wv,25310,kanawha,3045551243,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given discharge instructions,77%,64 patients,wv_hf-2
521,40072,mountain view medical center,123 mountain road,suite 102,empty,asheville,nc,28802,buncombe,8289876544,acute care hospitals,proprietary,yes,hip replacement,hip-6,hip replacement patients whose pain was well controlled,90%,36 patients,nc_hip-7
333,20033,northern lights regional health center,7 hospital street,suite 100,empty,fort mcmurray,ab,12346,wood buffalo,7807916162,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,121 patients,ab_hf-1
555,30022,sunnybrook health science center,2075 bayview avenue,room 401,empty,toronto,on,54320,toronto,4164806101,acute care hospitals,government - hospital district or authority,yes,stroke,st-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulation therapy at discharge,90%,81 patients,on_st-2
315,30009,mountain view hospital,2000 hospital drive,suite 101,empty,payson,az,85540,gila,9284721269,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,37 patients,az_amix8a
522,40021,sunnybrook hospital,4401 w elgin st,building a,suite 100,broken arrow,ok,74102,tulsa,9183357373,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,87%,127 patients,ok_scip-inf-1
736,10336,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518098500,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,77%,45 patients,al_ami-7a
732,10336,southeast alabama medical center,"1108 ross clark circle, southeast",empty,empty,dothan,al,36301,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,40 patients,al_amix8a
521,10021,dekalb regional medical center,200 medical center drive,suite 101,empty,fort payne,al,35960,dekalb,2568543150,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate hair removal,87%,148 patients,al_scip-inf-2
